Assunto,Quantidade
Fisiologia vegetal:Crescimento vegetal:Bioprodutos:Fertilizantes biológicos:Pesticidas verdes:Inoculantes agrícolas:Methylobacterium:Tomateiro:Soja,1
Biotecnologia:Biofabricação:Controle biológico:Teste de biocompatibilidade:Nutrientes minerais do solo:Fertilizantes:Fungos:Agricultura,1
Desenvolvimento de produtos:Alto desempenho:Subprodutos:Painéis:Bambu,1
Agrometeorologia:Ciência de dados:Atuária:Sensoriamento remoto:Plataforma (computação):Democratização:Desburocratização:Seguros,1
Nanotecnologia:Nanocompósitos:Antibióticos:Eficiência:Síntese:Aditivos:MIC:Suinocultura:Avicultura,1
Biologia evolutiva:Ensino de biologia:Divulgação científica:Aprendizagem:Ludificação:Jogos educativos:Plataforma (computação),1
Inteligência artificial:Algoritmos:Escalabilidade:Indústria 4.0:Tecnologia:Projeto de arquitetura,1
Inteligência artificial:Simuladores:Inteligência empresarial:Modelos preditivos:Marketing:Campanhas publicitárias:Rentabilidade:Monitoramento,1
Apicultura:Polinização:Colmeias:Apis mellifera:Mel,1
Física de reatores nucleares:Reatores nucleares:Combustível nuclear:Eletrochoque,1
Fisioterapia respiratória:Pneumopatias:Fibrose cística:Pneumonia:COVID-19:Vibrações:Alta frequência,1
Climatização:Ventilação (conforto ambiental):Sistemas de refrigeração e ar condicionado:Anodização:Precipitador eletrostático:Filtros de ar:Filtração:Biocidas:Hospitais:Edifícios comerciais,1
Fisiologia vegetal:Crescimento vegetal:Indução de resistência:Methylobacterium:Soja:Tomateiro:Fertilizantes biológicos:Bioprodutos,1
Animais silvestres:Aves:Mamíferos:Herpetofauna:Telemetria:RFID,1
Sensoriamento:Indústrias:Empresas de mineração:Mineração:Internet das coisas,1
Aprendizado computacional:Monitoramento:Sistemas de tempo-real:Pragas de plantas:Mosca-das-frutas:Tephritidae:Ceratitis capitata:Armadilhas:Agricultura digital,1
Produção de alimentos:Congelamento:Sorvete,1
Agrimensura:Mapeamento geográfico:Meio ambiente:Sensoriamento remoto:Regularização fundiária:Serviço social,1
Gestão de riscos:Gestão ambiental:Prevenção de acidentes:Arborização urbana:Área urbana:Manejo:Árvores,1
Eletroquímica:Materiais não metálicos:Nanocompósitos:Retardantes de chama bromados:Celulose:Eletrodos:Grafite:Coloides:Superfícies:Materiais multifuncionais:Processo de fabricação,1
Biologia evolutiva:Ensino de biologia:Ludificação:Jogos educativos:Plataformas digitais:Plataformas de ensino e aprendizagem:Divulgação científica,1
Oftalmologia:Oftalmopatias:Doenças retinianas:Degeneração macular:Fibrose:Retina:Bioquímica,1
Bambu:Desenvolvimento de novos materiais:Alto desempenho,1
Radiometria:Previsão do tempo:Micro-ondas:Estações meteorológicas:Radiômetros,1
Aditivos:Cobre:Prata:Antibióticos:Suinocultura:Avicultura:Nanotecnologia:Segurança alimentar,1
Seguro agrícola:Agrometeorologia:Gestão de riscos:Produtores rurais:Agronegócio:Plataforma (computação):Ciência de dados:Sensoriamento remoto:Perdas agrícolas,1
Cosmetologia:Agaricales:Gel (formas farmacêuticas):Odontologia:Higiene pessoal:Clareadores dentários:Anti-sépticos bucais,1
Indústria 4.0:Internet das coisas:Sensoriamento:Empresas de mineração:Mineração:Usinas,1
Agronegócio:Agropecuária:Pecuária:Produção agropecuária:Bovinocultura:Bolsa de mercadorias:Plataforma (computação):Gestão de riscos:Comercialização,1
Ecologia molecular:Licenciamento ambiental:DNA ambiental:Monitoramento biológico:Ictiofauna:Água doce,1
Odontologia:Cosmetologia:Clareadores dentários:Higiene pessoal:Cremes dentais:Dente:Agaricales,1
Visão computacional:Inteligência artificial:Lesão por pressão:Monitoramento:Pacientes:Queda:Número de leitos em hospital,1
Inteligência artificial:Jogos de computador:Tecnologia educacional:Processamento de linguagem natural:Educação:Jogos educativos:Narrativa,1
Nanotecnologia:Nanopartículas metálicas:Nanopartículas de prata:Bioensaio:Coloides:Avaliação de impacto ambiental:Desinfetantes,1
Imunologia:Triagem neonatal:Imunodeficiências primárias:Imunodeficiência combinada severa:Agamaglobulinemia:Diagnóstico precoce,1
Agricultura:Cotonicultura:Algodão:Soqueira:Pragas de plantas:Eletricidade:Eletrônica de potência,1
Radiotelemetria:Dispositivo de identificação por radiofrequência:RFID:Herpetofauna:Animais silvestres:Mamíferos:Aves,1
Inteligência artificial:Medicina do sono:Distúrbios do sono:Apneia obstrutiva do sono:Diagnóstico:Tratamento:Dispositivos eletrônicos vestíveis,1
Cafeicultura:Café:Polinização:Polinizadores:Abelhas:Moléculas bioativas:Produtividade de grãos:Qualidade da produção,1
Biotecnologia:Nanotecnologia:Oftalmologia:Retinopatia diabética:Soluções oftálmicas,1
Oncologia:Neoplasias da glândula tireoide:Detecção precoce de câncer:Nódulo da glândula tireoide:Metilação de DNA:Sequenciamento por nanoporos,1
Terapia cognitivo-comportamental:Transtornos do sono-vigília:Sono:Apneia do sono:Insônia:Qualidade do sono:Melhoria de qualidade:Aprendizado computacional:Inteligência artificial:Técnicas e procedimentos diagnósticos:Aplicativos móveis,1
Óptica:Protótipo:Sensores:Fibra óptica:Agricultura de precisão:Fósforo:Concentração de íons de hidrogênio:Nutrientes minerais do solo:pH do solo:Cor do solo,1
Cognição:Abelhas:Café:Polinização:Moléculas bioativas:Odores:Aroma:Mel:Métodos para melhoria da produtividade:Melhoria de qualidade:Produção de alimentos,1
Ácido hialurônico:Bioprocessos:Biotecnologia farmacêutica:Kluyveromyces:Moléculas bioativas:Cosméticos:Terapêutica,1
Apneia do sono:Insônia:Aprendizado computacional:Inteligência artificial:Terapia cognitivo-comportamental:Terapêutica:Aplicativos móveis:Polissonografia,1
Estudos interdisciplinares:Mosca-das-frutas:Tephritidae:Ceratitis capitata:Manejo integrado de pragas:Monitoramento agrícola:Armadilhas:Simulação em tempo real,1
Biofarmacologia:Biofármacos:Tratamento farmacológico:Espectrometria de massas:Ressonância magnética nuclear:Anticorpos monoclonais,1
Internet das coisas:Atenção à saúde:Sensores inteligentes:Equipamentos e provisões hospitalares:Administração hospitalar:Hospitais:Governança:Geolocalização:Rastreamento:Monitoramento,1
Oncologia:Neoplasias da glândula tireoide:Diagnóstico:Metilação de DNA:Mutação:Sequenciamento,1
Radiometria:Perfilagem geofísica:Previsão do tempo:Troposfera:Propagação das ondas,1
Tecnologia educacional:Aprendizado computacional:Ambiente virtual de aprendizagem:Tecnologias digitais:Internet das coisas:Construcionismo social:Ensino de matemática:Ensino de ciências,1
Medicina regenerativa:Células-tronco mesenquimais:Exossomos:Terapia baseada em transplante de células e tecidos:Vesículas extracelulares:Exantema,1
Imuno-histoquímica:Espectroscopia Raman:Espectroscopia óptica:Ácido hialurônico:Pele,1
Aprendizado computacional:Diabetes mellitus:Diagnóstico por computador:Informática médica:Pé diabético:Complicações do diabetes,1
Nanotecnologia:Tribologia:Materiais:Materiais nanoestruturados:Pesquisa e desenvolvimento:Lubrificantes,1
Agricultura de precisão:Nutrientes minerais do solo:Concentração de íons de hidrogênio:Fertilizantes NPK:Fósforo:Sensores:Fibra óptica,1
Economia circular:Logística reversa:Simbiose industrial:Aprendizado computacional:Inteligência artificial:Computação em cluster,1
Pesquisa de mercado:Ensino de matemática:Ensino de ciências:Métodos de ensino:Internet das coisas:Ambiente virtual de aprendizagem:Aprendizado computacional:Marketing:Parques tecnológicos:São José do Rio Preto (SP),1
Informática médica:Algoritmos:Aprendizado computacional:Diagnóstico por computador:Diabetes mellitus:Pé diabético,1
Economia circular:Logística reversa:Cadeia de suprimentos:Simbiose industrial:Plataformas colaborativas:Aprendizado computacional:Inteligência artificial,1
Medicina regenerativa:Células-tronco mesenquimais:Vesículas extracelulares:Exossomos:Ferimentos e lesões:Cicatrização:Terapêutica:Terapia baseada em transplante de células e tecidos,1
Indústria de alimentos:Encapsulação :Nanotecnologia:Bioacessibilidade:Ubiquinona:Iogurte,1
Tecnologia educacional:Métodos de ensino:Tomada de decisão:Ensino fundamental:Ensino de matemática:Ensino de ciências:Aprendizado computacional:Internet das coisas:Ambiente virtual de aprendizagem:Engenharia de hardware,1
Marketing:Agrometeorologia:Gestão de riscos:Produtores rurais:Seguro agrícola:Agronegócio:Algodão:Café:Cana-de-açúcar:Plataforma (computação):Perdas agrícolas,1
Espectroscopia óptica:Ácido hialurônico:Imuno-histoquímica:In vivo:Pele:Envelhecimento da pele:Prevenção:Cosméticos,1
Nanotecnologia:Tribologia:Materiais nanoestruturados:Materiais híbridos:Pesquisa e desenvolvimento:Lubrificantes:Biodegradabilidade,1
Inteligência artificial:Aprendizado computacional:Hidrometeorologia:Previsão climatológica:Previsão hidrológica:Previsão do tempo:Chuva:Clima:Brasil,1
Agrometeorologia:Gestão de riscos:Produtores rurais:Seguro agrícola:Agronegócio:Algodão:Café:Cana-de-açúcar:Perdas agrícolas:Plataforma (computação),1
Hidrometeorologia:Previsão climatológica:Aprendizado computacional:Inteligência artificial:Redes neurais (computação),1
Indústria de alimentos:Compostos bioativos:Bioacessibilidade:Ubiquinona:Encapsulação :Iogurte,1
Desenvolvimento de fármacos:Transtornos mentais:Receptores de ocitocina:Receptores acoplados a proteínas G:Ocitocina,1
Aprendizagem profunda:Processamento de linguagem natural:Aprendizado computacional:Recuperação da informação,1
Tecnologia assistiva:Visão computacional:Desenho universal:Transtornos da visão:Interface usuário-computador,1
Biomimética:Fibrina:Hidrogéis:Peptídeos:Plaquetas sanguíneas,1
Bioengenharia:Bioimpressão tridimensional:Impressão tridimensional:Colágeno:Matriz extracelular:Sustentabilidade,1
Oncologia:Neoplasias:Técnicas de diagnóstico molecular:Sequenciamento de nova geração:Mutação:Prognóstico:RNA,1
Técnicas e procedimentos diagnósticos:Terapia cognitivo-comportamental:Apneia do sono:Insônia:Aprendizado computacional:Inteligência artificial,1
Construção civil:Tecnologia do concreto:Concreto:Impedância elétrica:Instrumentação:Equipamentos de medição:Dispositivos portáteis,1
Tecnologia assistiva:Desenho universal:Sistemas de tempo-real:Pessoas com deficiência visual:Percepção:Interface usuário-computador:Smartphone:Aplicativos móveis,1
Tratamento de esgotos sanitários:Esgotos sanitários:Aeração intermitente:Nitrificação:Desnitrificação:Reatores biológicos:Leito fixo:Matéria orgânica:Nitrogênio,1
Inteligência artificial:Aprendizado computacional:Aplicativos móveis:Diagnóstico:Oncologia:Oncologistas,1
Hidrogéis:Fibrina:Biopolímeros:Peptídeos:Biomimética:Plaquetas sanguíneas:Liberação controlada de fármacos,1
Filmes finos:Engenharia:Deposição de filmes finos:Indústria de equipamentos e provisões:Desenvolvimento de produtos:Perovskita:Biomateriais:Fármacos,1
Deposição de filmes finos:Biomateriais:Nanotecnologia,1
Instrumentação:Sensores:Dispositivos portáteis:Impedância elétrica:Concreto:Propriedades elétricas,1
Cosméticos:Dermocosméticos:Preparações para cabelo:Diagnóstico,1
Materiais cerâmicos:Alumina:Ligantes orgânicos:Moldagem por injeção:Processos de fabricação,1
Materiais cerâmicos:Alumina:Ligantes:Moldagem por injeção:Processos de fabricação,1
Cosméticos:Dermocosméticos:Diagnóstico:Cabelo:Produtos para higiene pessoal:Desenvolvimento de produtos,1
Tratamento de superfícies:Látex natural:Sobrevivência celular:Alergenicidade:Alérgenos,1
Aeronáutica:Propulsão elétrica:Baterias:Eletrônica:Lítio:Ferro,1
Biotecnologia:Virologia:Biocidas:SARS-CoV-2:COVID-19:Infecções por Coronavirus:Patógenos:Desinfecção,1
Micologia:Glicobiologia:Antígenos:Testes imediatos:Esporotricose:Diagnóstico:Sporothrix:ELISA em animal,1
Nanotecnologia:Biomateriais:Filmes finos:Materiais avançados,1
Biotecnologia:Ácido hialurônico:Bioprocessos:Kluyveromyces:Moléculas bioativas,1
Nanopartículas:Óxido de zinco:Nanotecnologia:Fibra de algodão:Tecidos (indústria têxtil):Infecção hospitalar,1
Biorremediação:Consórcios microbianos:Lixiviação do solo:Aterros sanitários:Demanda química de oxigênio:Resíduos sólidos:Efluentes,1
Biomateriais:Biopolímeros:Enxerto ósseo:Extratos vegetais:Produtos naturais,1
Biogás:Combustíveis alternativos:Eficiência energética:Materiais compósitos:Vasos de pressão:Manufatura,1
Cosmetologia:Dermocosméticos:Veganos:Rosácea:Desenvolvimento de produtos:Acne vulgar:Efeitos colaterais e reações adversas relacionados a medicamentos,1
Ácidos graxos:Ácidos graxos ômega-3:Ácidos graxos ômega-6:Ácidos graxos dessaturases:Alimentos de origem animal:Alimentos de origem vegetal,1
Análise de dados:Ciência de dados:Gestão de conteúdo:Mídias sociais:Epilepsia:Neurologistas,1
Engenharia tecidual:Biotecnologia:Bioimpressão tridimensional:Pele artificial:Pele:Validação:Alternativas aos testes com animais:Cosméticos,1
Pecuária de precisão:Plataformas inteligentes:Aprendizagem profunda:Inteligência artificial:Programação matemática:Tomada de decisão:Bovinocultura de corte:Produtividade:Lucratividade:Redução de custos:Automação,1
Pecuária de precisão:Plataformas inteligentes:Aprendizagem profunda:Inteligência artificial:Programação matemática:Tomada de decisão:Bovinocultura de corte:Produtividade:Lucratividade:Redução de custos,1
Anti-infecciosos:Fios de sutura:Nanotecnologia:Teste de biocompatibilidade:Propriedades mecânicas:Nanopartículas de prata:Médicos hospitalares,1
Biotecnologia farmacêutica:Bioprocessos:Moléculas bioativas:Ácido hialurônico:Cosméticos:Terapêutica:Kluyveromyces,1
Microencapsulação:Agroquímicos:Produtos naturais:Óleos:Mostardeira:Metarhizium:Impactos ambientais:Controle de pragas,1
Manejo florestal:Silvicultura:Inteligência artificial:Planejamento florestal:Produtividade:Aprendizado computacional:Big data,1
Síntese química:Nitrosaminas:Insumos farmacêuticos ativos:Dimetilnitrosamina:Indústria farmacêutica,1
Tratamento de águas residuárias:Amônia:Demanda química de oxigênio:Biodegradação:Aterros sanitários,1
Controle biológico:Bioprocessos:Bacteriófagos:Antibacterianos:Fermentação alcoólica:Processos industriais,1
Nanotecnologia:Nanopartículas:Óxido de zinco:Têxteis:Fibra de algodão:Controle de infecções:Infecção hospitalar:SARS-CoV-2,1
Algoritmos:Gestão de riscos:Agronegócio:Big data:Aprendizado computacional,1
Retração gengival:Regeneração tecidual:Enxerto gengival:Ácido hialurônico:Bioimpressão tridimensional:Células-tronco mesenquimais:Terapia baseada em transplante de células e tecidos,1
Eficácia (saúde pública):Biotecnologia:Desenvolvimento de produtos:Desinfetantes:Antivirais:Patógenos:Pandemias:COVID-19:SARS-CoV-2,1
Materiais compósitos:Eficiência energética:Combustíveis alternativos:Gás natural:Biogás:Vasos de pressão:Agronegócio:Método dos elementos finitos,1
Micologia:Antígenos:Sporothrix:Ensaio de imunoadsorção enzimática:Glicobiologia:Esporotricose:Kit de reagentes para diagnóstico,1
Polímeros (materiais):Processos físico-químicos:Borracha natural:Hipersensibilidade ao látex:Cultura de células,1
Química ambiental:Análise química:Metrologia:Água:Controle da qualidade:Sedimentos:Solos:Solo agrícola:Normas técnicas,1
Processamento de linguagem natural:Inteligência artificial:Classificação de dados:Recuperação da informação:Palavras-chave:Pesquisa:Jurisprudência,1
Nutrição vegetal:Compostagem:Aleloquímicos:Resíduos agrícolas:Bagaços:Uva:Cascas (planta):Café:Fertilizantes orgânicos:Controle de pragas,1
Retração gengival:Bioimpressão tridimensional:Ácido hialurônico:Regeneração tecidual:Biomateriais:Terapia baseada em transplante de células e tecidos,1
